"Start","Stop","Length","Frame"
6346264,6346731,468,1
6363559,6364116,558,1
6367894,6368301,408,1
6372055,6372363,309,1
6382762,6383289,528,1
6390433,6390762,330,1
6420802,6421431,630,1
6438739,6439080,342,1
6439282,6439707,426,1
6457615,6457938,324,1
6462883,6463278,396,1
6471439,6471756,318,1
6501472,6501804,333,1
6526351,6526767,417,1
6536278,6536610,333,1
6551071,6551661,591,1
6556165,6556542,378,1
6567961,6568566,606,1
6574483,6574830,348,1
6596713,6597108,396,1
6617806,6618624,819,1
6618691,6619104,414,1
6627253,6627804,552,1
6638503,6638823,321,1
6645370,6645678,309,1
6645799,6646452,654,1
6647815,6648123,309,1
6660835,6661146,312,1
6662668,6662985,318,1
6689491,6689904,414,1
6692128,6692574,447,1
6697093,6697626,534,1
6714445,6714750,306,1
6751351,6751674,324,1
6800974,6801294,321,1
6827743,6828183,441,1
6868597,6868899,303,1
6885337,6885699,363,1
6910660,6911190,531,1
6915499,6915891,393,1
6916081,6916608,528,1
6917716,6918831,1116,1
6938356,6938724,369,1
6947983,6948285,303,1
6954253,6954681,429,1
6988612,6989187,576,1
6993697,6994077,381,1
7056673,7057215,543,1
7101205,7101507,303,1
7111759,7112058,300,1
7118770,7119225,456,1
7120309,7120647,339,1
7163944,7164597,654,1
7203361,7203798,438,1
7221145,7221495,351,1
7231897,7232364,468,1
7232410,7232748,339,1
7233649,7233960,312,1
7273834,7275003,1170,1
7275097,7277187,2091,1
7291948,7292424,477,1
7292467,7293177,711,1
7301983,7302417,435,1
7303813,7304124,312,1
7334038,7334367,330,1
7336468,7337049,582,1
7345420,7345908,489,1
7363177,7364004,828,1
7407511,7407825,315,1
7410880,7411203,324,1
7468924,7469238,315,1
7487332,7487649,318,1
7539424,7539729,306,1
7551628,7551936,309,1
7606060,7606368,309,1
7609048,7609731,684,1
7627027,7627356,330,1
7668316,7668639,324,1
7719169,7719720,552,1
7799575,7799892,318,1
7802164,7802487,324,1
7804147,7804521,375,1
7806070,7806588,519,1
7838458,7838841,384,1
7841410,7841916,507,1
7844443,7845255,813,1
7858207,7858515,309,1
7912591,7912920,330,1
7930708,7931019,312,1
7934812,7935156,345,1
7940749,7941120,372,1
7946053,7948386,2334,1
7958734,7959075,342,1
7983490,7983939,450,1
7994176,7996032,1857,1
8017756,8018055,300,1
8058838,8059146,309,1
8068711,8069067,357,1
8089243,8089617,375,1
8093905,8094204,300,1
8094850,8095239,390,1
8126335,8128326,1992,1
8128498,8129001,504,1
8152654,8152995,342,1
8154688,8155020,333,1
8156674,8158473,1800,1
8192176,8192934,759,1
8195866,8196231,366,1
8207782,8208099,318,1
8213296,8213847,552,1
8216071,8216388,318,1
8219602,8220588,987,1
8232601,8232936,336,1
8236696,8237046,351,1
8240989,8241411,423,1
8249587,8250768,1182,1
8281747,8282304,558,1
8302705,8303103,399,1
8307274,8307636,363,1
8308921,8309232,312,1
8356339,8356701,363,1
8381731,8382099,369,1
8390008,8390310,303,1
8390872,8391255,384,1
8400448,8400837,390,1
8407969,8408382,414,1
8410093,8410392,300,1
8438743,8439042,300,1
8456197,8456691,495,1
8491327,8491689,363,1
8507008,8507385,378,1
8507500,8507823,324,1
8512309,8512995,687,1
8513665,8514654,990,1
8519380,8520519,1140,1
8526193,8526507,315,1
8533474,8533776,303,1
8593069,8593368,300,1
8597815,8598243,429,1
8635837,8636388,552,1
8664754,8665716,963,1
8697541,8697846,306,1
8700523,8701074,552,1
8711131,8711964,834,1
8721391,8721741,351,1
8726227,8726640,414,1
8731801,8732340,540,1
8741356,8741817,462,1
8750140,8750694,555,1
8774974,8775330,357,1
8780056,8780409,354,1
8803942,8804385,444,1
8827738,8828109,372,1
8908912,8909265,354,1
8959825,8960133,309,1
8983705,8984073,369,1
9027952,9028290,339,1
9041668,9042108,441,1
9045673,9046224,552,1
9072091,9072486,396,1
9089218,9089565,348,1
9140776,9141213,438,1
9184108,9184470,363,1
9186367,9186666,300,1
9227545,9227859,315,1
9229870,9230280,411,1
9231514,9232560,1047,1
9257272,9257619,348,1
9299098,9299619,522,1
9359419,9359724,306,1
9366493,9366960,468,1
9388417,9388794,378,1
9389791,9390120,330,1
9404461,9404934,474,1
9405286,9406047,762,1
9410200,9410577,378,1
9414706,9415158,453,1
9484756,9485478,723,1
9487198,9487800,603,1
9527368,9527694,327,1
9539848,9540243,396,1
9545524,9546621,1098,1
9574576,9575649,1074,1
9579514,9579867,354,1
9596125,9596604,480,1
9635437,9635925,489,1
9639673,9639990,318,1
9648004,9648306,303,1
9649225,9649617,393,1
9650872,9651171,300,1
9679453,9679824,372,1
9768934,9769299,366,1
9778495,9778797,303,1
9785188,9785532,345,1
9810535,9810849,315,1
9814006,9814308,303,1
9901252,9901593,342,1
9957079,9957408,330,1
10008715,10009020,306,1
10236895,10237251,357,1
10239895,10240257,363,1
10251268,10251666,399,1
10288966,10289391,426,1
10320220,10320570,351,1
10356010,10356363,354,1
10357501,10357998,498,1
10359505,10359921,417,1
10368490,10369086,597,1
10370215,10370514,300,1
10419877,10420428,552,1
10440946,10441260,315,1
10444639,10444968,330,1
10446883,10447308,426,1
10529803,10530354,552,1
10542742,10543176,435,1
10543450,10543755,306,1
10546855,10547370,516,1
10549327,10549737,411,1
10557727,10558077,351,1
10624825,10625271,447,1
10647634,10648056,423,1
10655581,10655895,315,1
10656598,10656915,318,1
10657666,10658001,336,1
10684105,10684530,426,1
10687327,10687674,348,1
10687774,10688181,408,1
10689502,10690038,537,1
10691365,10692009,645,1
10710661,10711224,564,1
10714843,10715358,516,1
10757518,10757820,303,1
10763044,10764030,987,1
10767976,10768275,300,1
10792045,10792362,318,1
10793605,10793913,309,1
10805245,10806267,1023,1
10825894,10826244,351,1
10851832,10852221,390,1
10864246,10865058,813,1
10908523,10908888,366,1
10925056,10925367,312,1
10972339,10973298,960,1
10973965,10974591,627,1
10978606,10980672,2067,1
10981354,10981911,558,1
10988320,10988781,462,1
10994395,10994973,579,1
11017108,11017476,369,1
11018095,11018400,306,1
11033524,11033823,300,1
11048725,11049408,684,1
11050339,11051361,1023,1
11070322,11070873,552,1
11089549,11090064,516,1
11126143,11126550,408,1
11216755,11217090,336,1
11250577,11250915,339,1
11284318,11284695,378,1
11342962,11343456,495,1
11368156,11368461,306,1
11374123,11374569,447,1
11377549,11377965,417,1
11390593,11390922,330,1
11393569,11393880,312,1
11412178,11412513,336,1
11428804,11429202,399,1
11437696,11438067,372,1
11439643,11439945,303,1
11458504,11459019,516,1
11510002,11510379,378,1
11521492,11521974,483,1
11529379,11529681,303,1
11583442,11583756,315,1
11601118,11601417,300,1
11615713,11616264,552,1
11625787,11626116,330,1
11628481,11628795,315,1
11654842,11655279,438,1
11674678,11675793,1116,1
11676367,11678517,2151,1
11678572,11679183,612,1
11680486,11680815,330,1
11685421,11685744,324,1
11707150,11707458,309,1
11709376,11709750,375,1
11719762,11720091,330,1
11782162,11782491,330,1
11805925,11807031,1107,1
11807089,11807580,492,1
11807623,11808039,417,1
11830771,11831205,435,1
11850286,11850591,306,1
11854228,11854938,711,1
11856646,11857095,450,1
11858194,11859180,987,1
11874448,11874915,468,1
11877607,11877972,366,1
11909893,11910192,300,1
11928721,11929212,492,1
11958247,11958687,441,1
11963128,11963802,675,1
11965024,11965413,390,1
11973040,11973507,468,1
11984884,11985231,348,1
12017911,12018369,459,1
12039724,12040065,342,1
12044533,12044841,309,1
12069982,12070329,348,1
12075910,12076362,453,1
12133198,12133644,447,1
12155092,12155433,342,1
12176866,12177432,567,1
12183499,12183996,498,1
12203032,12203577,546,1
12218869,12219909,1041,1
12226876,12227190,315,1
12249016,12249369,354,1
12263416,12263718,303,1
12303727,12304155,429,1
12304843,12305310,468,1
12316102,12316422,321,1
12349510,12349836,327,1
12360955,12361320,366,1
12362467,12362832,366,1
12363550,12363849,300,1
12364285,12364617,333,1
12364645,12365016,372,1
12375805,12377511,1707,1
12412036,12412341,306,1
12440812,12441522,711,1
12485401,12485772,372,1
12487267,12487713,447,1
12491611,12492054,444,1
12506461,12506760,300,1
12514465,12514782,318,1
12521617,12521940,324,1
12523159,12523470,312,1
12531136,12531474,339,1
12534106,12534414,309,1
12544258,12544593,336,1
12560911,12561309,399,1
12562057,12562701,645,1
12570211,12570603,393,1
12589099,12589434,336,1
12589804,12590109,306,1
12590497,12591300,804,1
12595258,12595638,381,1
12641023,12641349,327,1
12657376,12658056,681,1
12662686,12663066,381,1
12667675,12668004,330,1
12672511,12672900,390,1
12697972,12698304,333,1
12731941,12732360,420,1
12738628,12738966,339,1
12759265,12759666,402,1
12765268,12765588,321,1
12770446,12770754,309,1
12784963,12785265,303,1
12820306,12820725,420,1
12858826,12859629,804,1
12899128,12900438,1311,1
12903256,12903588,333,1
12932785,12933099,315,1
12949717,12950055,339,1
12987892,12988254,363,1
12992338,12992679,342,1
13012738,13013118,381,1
13044313,13044642,330,1
13046398,13046727,330,1
13083979,13084323,345,1
13085977,13086282,306,1
13099219,13099683,465,1
13136911,13137249,339,1
13157719,13158033,315,1
13170322,13170627,306,1
13187488,13187787,300,1
13205944,13206294,351,1
13223359,13223667,309,1
13255276,13255599,324,1
13266823,13267197,375,1
13276648,13276956,309,1
13314094,13314480,387,1
13315954,13316265,312,1
13318135,13319007,873,1
13338187,13339335,1149,1
13350094,13350507,414,1
13353823,13354188,366,1
13365013,13365501,489,1
13373182,13374036,855,1
13386154,13386456,303,1
13408060,13408506,447,1
13414414,13414722,309,1
13420561,13420872,312,1
13453468,13453773,306,1
13457497,13457814,318,1
13473754,13474191,438,1
13476214,13477005,792,1
13484737,13485066,330,1
13487128,13487436,309,1
13488301,13488825,525,1
13491574,13491960,387,1
13504831,13505205,375,1
13513798,13514187,390,1
13552897,13553673,777,1
13556413,13556976,564,1
13574758,13575180,423,1
13600918,13601298,381,1
13619740,13620060,321,1
13657657,13657989,333,1
13677769,13678482,714,1
13706032,13706373,342,1
13708717,13709151,435,1
13743010,13743354,345,1
13747141,13747611,471,1
13759138,13759644,507,1
13763407,13763874,468,1
13768846,13769238,393,1
13773406,13773828,423,1
13773829,13774341,513,1
13785850,13786422,573,1
13791019,13791342,324,1
13797790,13798215,426,1
13811110,13811457,348,1
13815535,13816899,1365,1
13819381,13819698,318,1
13823131,13823445,315,1
13833889,13834212,324,1
13845208,13845522,315,1
13858057,13858407,351,1
13863832,13864164,333,1
13903393,13903776,384,1
13912942,13913310,369,1
13932397,13932702,306,1
13946974,13947363,390,1
13961437,13961913,477,1
13967230,13967580,351,1
13968706,13969005,300,1
14021053,14021424,372,1
14061235,14061678,444,1
14066572,14067039,468,1
14086342,14087154,813,1
14090602,14090919,318,1
14095240,14095611,372,1
14107480,14107962,483,1
14115559,14116698,1140,1
14158708,14159013,306,1
14165038,14165382,345,1
14166670,14166972,303,1
14196913,14197695,783,1
14216209,14216553,345,1
14239030,14239701,672,1
14267356,14267766,411,1
14352748,14353104,357,1
14387128,14387814,687,1
14388307,14388945,639,1
14389588,14390226,639,1
14441677,14442126,450,1
14445430,14445981,552,1
14448430,14449098,669,1
14449324,14450178,855,1
14453773,14454282,510,1
14477041,14477592,552,1
14513098,14513502,405,1
14513644,14514237,594,1
14534434,14534784,351,1
14534875,14535234,360,1
14549050,14549487,438,1
14549677,14550015,339,1
14550070,14550399,330,1
14619994,14620446,453,1
14629255,14629578,324,1
14643679,14644092,414,1
14648272,14649276,1005,1
14659699,14660106,408,1
14672785,14673132,348,1
14683591,14683965,375,1
14700826,14701188,363,1
14715337,14715660,324,1
14724655,14725011,357,1
14730118,14730600,483,1
14760418,14760831,414,1
14799652,14799996,345,1
14803969,14804808,840,1
14827840,14828445,606,1
14841589,14841933,345,1
14858110,14858496,387,1
14959147,14959470,324,1
14967466,14967765,300,1
14989420,14989971,552,1
15020809,15021924,1116,1
15036844,15037395,552,1
15042070,15042420,351,1
15061147,15061458,312,1
15069106,15069411,306,1
15081364,15081813,450,1
15090040,15090357,318,1
15099910,15100239,330,1
15100339,15100956,618,1
15159019,15159429,411,1
15200176,15200526,351,1
15245281,15245730,450,1
15245812,15246114,303,1
15271348,15272244,897,1
15279445,15279852,408,1
15417388,15417693,306,1
15433678,15434040,363,1
15446833,15447138,306,1
15452995,15453375,381,1
15461683,15462174,492,1
15463267,15463752,486,1
15477658,15478059,402,1
15501490,15501792,303,1
15505315,15505695,381,1
15509752,15510063,312,1
15522733,15523200,468,1
15523351,15523668,318,1
15526819,15527247,429,1
15530533,15530835,303,1
15541729,15542037,309,1
15547543,15547974,432,1
15594745,15595203,459,1
15706204,15706584,381,1
15717994,15718320,327,1
15737410,15737961,552,1
15758941,15759357,417,1
15760141,15760509,369,1
15764575,15764988,414,1
15805594,15806142,549,1
15812566,15812871,306,1
15827029,15827439,411,1
15857440,15857790,351,1
15868315,15868707,393,1
15870214,15870609,396,1
15876988,15877326,339,1
15896722,15897087,366,1
15901672,15902247,576,1
15908647,15909009,363,1
15916036,15916479,444,1
15935023,15935349,327,1
15955972,15956337,366,1
15961609,15961938,330,1
16010407,16010718,312,1
16014058,16014393,336,1
16045000,16045407,408,1
16050454,16050906,453,1
16090093,16090413,321,1
16147150,16147521,372,1
16150195,16150515,321,1
16164520,16165071,552,1
16168882,16169376,495,1
16191028,16191609,582,1
16204186,16204536,351,1
16212370,16212840,471,1
16257076,16257378,303,1
16274968,16275294,327,1
16282087,16282431,345,1
16287895,16288224,330,1
16295167,16295520,354,1
16318456,16318776,321,1
16339426,16339764,339,1
16342543,16343202,660,1
16348183,16348527,345,1
16380685,16381113,429,1
16386325,16386708,384,1
16403506,16403976,471,1
16420021,16420527,507,1
16422304,16422687,384,1
16432609,16432944,336,1
16452001,16452516,516,1
16453471,16454067,597,1
16479316,16479879,564,1
16503466,16504065,600,1
16519207,16519890,684,1
16522555,16523082,528,1
16529017,16529568,552,1
16539427,16539750,324,1
16550005,16550373,369,1
16590496,16590885,390,1
16592665,16593699,1035,1
16623349,16623903,555,1
16664263,16664604,342,1
16675099,16675425,327,1
16678660,16679007,348,1
16680760,16681071,312,1
16686055,16686357,303,1
16694653,16694994,342,1
16730608,16731207,600,1
16735648,16735989,342,1
16737583,16737939,357,1
16738744,16740543,1800,1
16754245,16754574,330,1
16765738,16766166,429,1
16766686,16767054,369,1
16777822,16778268,447,1
16781968,16782357,390,1
16783651,16784067,417,1
16817263,16817592,330,1
16834990,16835334,345,1
16839244,16839696,453,1
16845721,16846128,408,1
16859359,16859850,492,1
16872682,16873740,1059,1
16885615,16886010,396,1
16923853,16924206,354,1
16952224,16952817,594,1
16956100,16956507,408,1
16982911,16983243,333,1
17024911,17025273,363,1
17059624,17059992,369,1
17076007,17076315,309,1
17081680,17081994,315,1
17091667,17091993,327,1
17097007,17097336,330,1
17105548,17105877,330,1
17111080,17111490,411,1
17231266,17231637,372,1
17234710,17235072,363,1
17241361,17241660,300,1
17241706,17242008,303,1
17262619,17263704,1086,1
17268103,17268480,378,1
17273044,17273394,351,1
17296501,17296863,363,1
17304529,17304840,312,1
17329357,17329662,306,1
17336275,17336640,366,1
17345263,17345607,345,1
17357419,17357898,480,1
17436565,17436984,420,1
17457880,17458182,303,1
17474263,17475378,1116,1
17475952,17479263,3312,1
17501986,17502294,309,1
17508823,17509254,432,1
17525239,17525538,300,1
17526727,17527149,423,1
17527666,17528025,360,1
17567698,17568030,333,1
17585245,17585637,393,1
17602579,17602932,354,1
17610757,17611149,393,1
17680678,17681229,552,1
17717125,17717433,309,1
17728657,17728974,318,1
17761963,17762280,318,1
17862328,17862669,342,1
17871613,17871936,324,1
17876482,17876943,462,1
17884267,17884566,300,1
17884915,17885253,339,1
17888824,17889294,471,1
17898460,17899011,552,1
17902987,17903316,330,1
17912530,17912829,300,1
17921521,17921850,330,1
17938843,17939163,321,1
17942887,17943282,396,1
17943625,17943990,366,1
17947414,17947743,330,1
17948134,17948481,348,1
17953825,17954796,972,1
17957254,17959137,1884,1
17978836,17979150,315,1
17995531,17996040,510,1
17996911,17997255,345,1
18022159,18022770,612,1
18033655,18033957,303,1
18046966,18047301,336,1
18058315,18058908,594,1
18068194,18068676,483,1
18079561,18080676,1116,1
18090385,18090804,420,1
18091372,18092088,717,1
18101383,18101808,426,1
18101971,18102312,342,1
18110383,18111090,708,1
18111616,18112095,480,1
18120949,18121248,300,1
18165535,18165846,312,1
18182956,18183309,354,1
18192613,18192924,312,1
18222418,18222867,450,1
18235330,18235638,309,1
18252373,18252774,402,1
18294094,18294468,375,1
18323413,18323886,474,1
18346192,18346656,465,1
18394915,18395226,312,1
18444112,18444735,624,1
18460591,18460980,390,1
18596134,18596667,534,1
18615472,18615873,402,1
18645757,18646170,414,1
18649459,18649761,303,1
18654433,18654984,552,1
18662980,18663312,333,1
18663379,18664455,1077,1
18682777,18683598,822,1
18684727,18685092,366,1
18700468,18701172,705,1
18702817,18703380,564,1
18730777,18731418,642,1
18733567,18733935,369,1
18772276,18772638,363,1
18783112,18783528,417,1
18784030,18784407,378,1
18785584,18785943,360,1
18812884,18813252,369,1
18815761,18816153,393,1
18819067,18819369,303,1
18840373,18840894,522,1
18842278,18842754,477,1
18858169,18858528,360,1
18863428,18863760,333,1
18874132,18877977,3846,1
18888085,18888390,306,1
18900916,18901254,339,1
18934327,18934677,351,1
19037164,19037505,342,1
19061281,19061589,309,1
19096315,19096755,441,1
19104313,19104927,615,1
19134949,19135269,321,1
19151488,19151826,339,1
19184248,19184559,312,1
19191478,19191804,327,1
19216381,19216815,435,1
19252045,19252344,300,1
19260637,19260945,309,1
19272496,19272813,318,1
19284232,19284870,639,1
19295989,19296315,327,1
19315369,19315668,300,1
19320856,19321221,366,1
19324840,19325151,312,1
19330960,19331487,528,1
19336231,19336644,414,1
19373035,19374090,1056,1
19374190,19378035,3846,1
19379053,19379868,816,1
19379869,19380435,567,1
19389289,19389615,327,1
19392460,19392876,417,1
19399348,19400463,1116,1
19426990,19427385,396,1
19454959,19455267,309,1
19457185,19457517,333,1
19472071,19472445,375,1
19475953,19476288,336,1
19502725,19503036,312,1
19537978,19538379,402,1
19568779,19569084,306,1
19590136,19590462,327,1
19625761,19628178,2418,1
19707853,19708302,450,1
19709596,19710156,561,1
19745776,19746102,327,1
19749886,19750227,342,1
19790824,19791126,303,1
19801336,19802274,939,1
19821466,19821867,402,1
19822195,19822512,318,1
19843543,19844532,990,1
19870669,19870971,303,1
19978519,19978827,309,1
19994722,19995087,366,1
20023720,20024058,339,1
20047066,20047374,309,1
20059840,20060229,390,1
20086729,20087052,324,1
20090683,20091177,495,1
20097133,20097684,552,1
20188336,20188641,306,1
20255020,20255319,300,1
20291746,20292417,672,1
20304094,20305071,978,1
20341441,20341767,327,1
20386912,20387490,579,1
20414890,20415189,300,1
20421634,20422242,609,1
20433817,20434932,1116,1
20487955,20489028,1074,1
20520580,20520906,327,1
20528116,20528850,735,1
20530549,20531064,516,1
20549182,20549559,378,1
20571040,20571435,396,1
20575417,20576490,1074,1
20594341,20594847,507,1
20597491,20597964,474,1
20626381,20626734,354,1
20647579,20648007,429,1
20650126,20650503,378,1
20679019,20679369,351,1
20694055,20694393,339,1
20705935,20707050,1116,1
20712481,20712834,354,1
20721991,20723121,1131,1
20729881,20730234,354,1
20749237,20749599,363,1
20758405,20758713,309,1
20768386,20768748,363,1
20769931,20770332,402,1
20775025,20775390,366,1
20788147,20788479,333,1
20830063,20830698,636,1
20860126,20860443,318,1
20871544,20871855,312,1
20879350,20879682,333,1
20899807,20900253,447,1
20902495,20903223,729,1
20913892,20914254,363,1
20943814,20944152,339,1
20970964,20971269,306,1
20989390,20989821,432,1
21020182,21020583,402,1
21024808,21025119,312,1
21034783,21035214,432,1
21064660,21065067,408,1
21078907,21079542,636,1
21137593,21138195,603,1
21168712,21169020,309,1
21173020,21173319,300,1
21175726,21176070,345,1
21210091,21210891,801,1
21221767,21222078,312,1
21230953,21231279,327,1
21232420,21232719,300,1
21269137,21269634,498,1
21285769,21286176,408,1
21326851,21327189,339,1
21333208,21333609,402,1
21338077,21338505,429,1
21341341,21341700,360,1
21400171,21400515,345,1
21408109,21408477,369,1
21436522,21436833,312,1
21456769,21457197,429,1
21460861,21461163,303,1
21472126,21472566,441,1
21530503,21530835,333,1
21547975,21548394,420,1
21548395,21548772,378,1
21566803,21567135,333,1
21572662,21573048,387,1
21573049,21573375,327,1
21582808,21583158,351,1
21588382,21589041,660,1
21598168,21598491,324,1
21641773,21642078,306,1
21688414,21688797,384,1
21717466,21717849,384,1
21759541,21759852,312,1
21793768,21794109,342,1
21802060,21802443,384,1
21815728,21816078,351,1
21948457,21948777,321,1
21961135,21961896,762,1
21984190,21984837,648,1
22043008,22043316,309,1
22079302,22079751,450,1
22081471,22082079,609,1
22092796,22093506,711,1
22140019,22140351,333,1
22153045,22154100,1056,1
22164628,22165032,405,1
22169878,22170339,462,1
22201495,22201824,330,1
22218793,22219233,441,1
22221643,22221969,327,1
22236007,22236324,318,1
22251871,22252191,321,1
22296262,22296702,441,1
22298752,22299111,360,1
22327372,22328019,648,1
22349131,22349457,327,1
22364125,22364637,513,1
22385437,22385781,345,1
22389496,22389849,354,1
22483645,22483971,327,1
22494760,22495404,645,1
22495420,22495722,303,1
22499023,22499589,567,1
22543633,22543956,324,1
22559413,22559715,303,1
22596307,22596618,312,1
22606978,22607364,387,1
22690093,22690461,369,1
22700347,22700742,396,1
22714834,22715133,300,1
22759768,22760163,396,1
22763884,22764204,321,1
22783156,22783485,330,1
22805497,22806051,555,1
22834378,22834683,306,1
22835950,22836318,369,1
22839304,22839684,381,1
22841473,22841850,378,1
22868920,22869333,414,1
22871557,22871865,309,1
22884472,22884912,441,1
22897879,22898295,417,1
22909066,22909692,627,1
22917043,22917594,552,1
22949881,22950987,1107,1
22970728,22971123,396,1
23004220,23004687,468,1
23027629,23027961,333,1
23041192,23041497,306,1
23047966,23048334,369,1
23093173,23093721,549,1
23114878,23115270,393,1
23176051,23176452,402,1
23205661,23206428,768,1
23254072,23254371,300,1
23255878,23256285,408,1
23284912,23285262,351,1
23301679,23304981,3303,1
23330416,23330748,333,1
23381746,23382090,345,1
23383102,23383539,438,1
23407075,23407383,309,1
23424940,23425446,507,1
23435746,23436225,480,1
23438236,23438565,330,1
23442967,23443356,390,1
23448181,23448522,342,1
23490226,23490588,363,1
23500072,23500380,309,1
23503264,23503620,357,1
23508484,23508930,447,1
23542441,23542821,381,1
23552602,23553222,621,1
23562703,23563035,333,1
23563501,23563851,351,1
23603284,23603679,396,1
23616304,23617587,1284,1
